Tweet Id,Event,earthquake,fire,vol,TSUNAMI,storm,hurricane,No
1.41665E+18,"Earthquake southwest of Eureka, but NO tsunami threat expected. #cawx ",1,0,0,0,0,1,0
1.43328E+18,#DixieFire UPDATE ON EMERGENCY EVACUATION SHELTERS FOR LASSEN COUNTY RESIDENTS. @CALFIRELMU,0,1,0,0,0,0,0
1.43326E+18,"#WashingtonFire near Golf Links Road and Highway 108, West of Sonora in Tuolumne County is 100 acres and 100% contained. Unified Command: 
@CALFIRETCU &amp; City of Sonora

 ",0,1,0,0,0,0,0
1.43326E+18,"#AirolaFire off Parrotts Ferry Rd and Airola Rd, west of Columbia in Calaveras County remains 639 acres and 89% contained.  @CALFIRETCU 

 ",0,1,0,0,0,0,0
1.43325E+18,"#DixieFire above the Cresta Dam, Feather River Canyon in Butte, Plumas, Lassen, and Tehama Counties is 847,308 acres and 52% contained. Unified Command: 
@CALFIRE_ButteCo, @CALFIRETGU, @CALFIRELMU, 
@LassenNF, and @NatlParkService
 
 ",0,1,0,0,0,0,0
1.43325E+18,"#CaldorFire near Little Mountain, south of Pollock Pines in El Dorado County is 207,931 acres and 23% contained. Unified Command: @CALFIREAEU, @EldoradoNF, and 
@ElDoradoSheriff
 
 ",0,1,0,0,0,0,0
1.43325E+18,"#FrenchFire near Sawmill Rd and NF-25S02, west of Lake Isabella in Kern County is 25,854 acres and 43% contained. Lead Agency: @kerncountyfire &amp; @sequoiaforest 

 ",0,1,0,0,0,0,0
1.43325E+18,"#MonumentFire off Del Loma, CA near Monument Peak in Trinity County is 174,759 acres and 29% contained.  Unified Command: @CALFIRESHU and @ShastaTrinityNF 

 ",0,1,0,0,0,0,0
1.43324E+18,"#LassenFire off Mt. Lassen Drive and Idylberry Road, near Lucas Valley in Marin County is 30 acres and 80% contained. Lead agency: @marincountyfire

 ",0,1,0,0,0,0,0
1.43321E+18,"New Incident: #LassenFire off Mt. Lassen Drive and Idylberry Road, near Lucas Valley in Marin County is 30 acres. Lead agency: @marincountyfire. 

 ",0,1,0,0,0,0,0
1.43317E+18,"Firefighters work tirelessly to stop fires from burning into communities, but when weather conditions push a fire into a neighborhood, it is up to a specialized team of damage inspectors to assess the damage done to homes. ",0,1,0,0,0,0,0
1.43315E+18,"Today, more than 15,000 firefighters remain on the frontlines of 16 active large wildfires that have burned more than 1.88 million acres. 
Get the latest on these incidents at:  ",0,1,0,0,0,0,0
1.43308E+18,"#MonumentFire off Del Loma, CA near Monument Peak in Trinity County is 174,706 acres and 29% contained.  Unified Command: @CALFIRESHU and @ShastaTrinityNF

 ",0,1,0,0,0,0,0
1.43308E+18,"#AirolaFire off Parrotts Ferry Rd and Airola Rd, west of Columbia in Calaveras County remains 639 acres and 87% contained.  @CALFIRETCU 

 ",0,1,0,0,0,0,0
1.43308E+18,"#DixieFire above the Cresta Dam, Feather River Canyon in Butte, Plumas, Lassen, and Tehama Counties is 844,081 acres and 52% contained. Unified Command: 
@CALFIRE_ButteCo, @CALFIRETGU, @CALFIRELMU, 
@LassenNF, and @NatlParkService
 
 ",0,1,0,0,0,0,0
1.43308E+18,"#WashingtonFire near Golf Links Road and Highway 108, West of Sonora in Tuolumne County is 100 acres and 85% contained. Unified Command: 
@CALFIRETCU &amp; City of Sonora

 ",0,1,0,0,0,0,0
1.43307E+18,"#CaldorFire near Little Mountain, south of Pollock Pines in El Dorado County is 204,390 acres and 20% contained. Unified Command: @CALFIREAEU, @EldoradoNF, and @ElDoradoSheriff
 
 ",0,1,0,0,0,0,0
1.43307E+18,"#ChaparralFire off Cleveland Forest Road and Tenaja Road southwest of Murrieta in San Diego County remains 1,427 acres and 80% contained.
Unified Command: @CALFIRERRU, @ClevelandNF and 
@CALFIRESANDIEGO 

 ",0,1,0,0,0,0,0
1.43307E+18,"#FrenchFire near Sawmill Rd and NF-25S02, west of Lake Isabella in Kern County is 25,782 acres and 43% contained. Lead Agency: @kerncountyfire &amp; @sequoiaforest
 
 ",0,1,0,0,0,0,0
1.4329E+18,"#DixieFire above the Cresta Dam, Feather River Canyon in Butte, Plumas, Lassen, and Tehama Counties is 819,956 acres and 48% contained. Unified Command: 
@CALFIRE_ButteCo, @CALFIRETGU, @CALFIRELMU, 
@LassenNF, and @NatlParkService 

 ",0,1,0,0,0,0,0
1.4329E+18,"#WashingtonFire near Golf Links Road and Highway 108, West of Sonora in Tuolumne County remains 100 acres and 75% contained. Unified Command: 
@CALFIRETCU  &amp; City of Sonora

 ",0,1,0,0,0,0,0
1.43289E+18,"#CaldorFire near Little Mountain, south of Pollock Pines in El Dorado County is 191,607 acres and 18% contained. Unified Command: 
@CALFIREAEU, @EldoradoNF, @ElDoradoSheriff 

 ",0,1,0,0,0,0,0
1.43289E+18,"#AirolaFire off Parrotts Ferry Rd and Airola Rd, west of Columbia in Calaveras County is 639 acres and 87% contained. @CALFIRETCU 

 ",0,1,0,0,0,0,0
1.43289E+18,#MonumentFire NEW EVACUATION ORDER 8-31-21 West of Hayfork CAL FIRE Shasta-Trinity Unit @CALFIRESHU,0,1,0,0,0,0,0
1.43289E+18,"#FrenchFire near Sawmill Rd and NF-25S02, west of Lake Isabella in Kern County is 25,710 acres and 43% contained. Lead Agency: @kerncountyfire  &amp; @sequoiaforest 

 ",0,1,0,0,0,0,0
1.43289E+18,"#MonumentFire off Del Loma, CA near Monument Peak in Trinity county is 172,292 acres and 29% contained.  Unified Command: @CALFIRESHU and @ShastaTrinityNF 

 ",0,1,0,0,0,0,0
1.43288E+18,"#ChaparralFire off Cleveland Forest Road and Tenaja Road southwest of Murrieta in San Diego County remains 1,427 acres and 50% contained.
Unified Command: 
@CALFIRERRU ,@ClevelandNF and @CALFIRESANDIEGO 
 ",0,1,0,0,0,0,0
1.43286E+18,#CaldorFire  - Alpine County Evacuation Orders and Warnings 8/31/21 4:45pm @CALFIREAEU,0,1,0,0,0,0,0
1.43285E+18,"#CaldorFire - Evacuation Orders for Douglas County, NV 8/31/21 4:00 p.m. @CALFIREAEU ",0,1,0,0,0,0,0
1.43278E+18,"Today, more than 14,300 firefighters remain on the frontlines of 15 active large wildfires that have burned more than 1.83 million acres. 
Get the latest on these incidents at:  ",0,1,0,0,0,0,0
1.43273E+18,"#MonumentFire off Del Loma, CA near Monument Peak in Trinity county is 170,945 acres and 29% contained.  Unified Command: @CALFIRESHU and @ShastaTrinityNF

 ",0,1,0,0,0,0,0
1.43272E+18,"#DixieFire above the Cresta Dam, Feather River Canyon in Butte, Plumas, Lassen, and Tehama Counties is 807,369 acres and 48% contained. Unified Command: 
@CALFIRE_ButteCo, @CALFIRETGU, @CALFIRELMU, 
@LassenNF, and @NatlParkService 

 ",0,1,0,0,0,0,0
1.43272E+18,"#CaldorFire near Little Mountain, south of Pollock Pines in El Dorado County is 191,607 acres and 16% contained. Unified Command: 
@CALFIREAEU @EldoradoNF @ElDoradoSheriff   

 ",0,1,0,0,0,0,0
1.43272E+18,"#CaldorFire near Little Mountain, south of Pollock Pines in El Dorado County is 191,607 acres and 15% contained. Unified Command: @CALFIREAEU @EldoradoNF, @ElDoradoSheriff  

 ",0,1,0,0,0,0,0
1.43271E+18,"#ChaparralFire off Cleveland Forest Road and Tenaja Road southwest of Murrieta in San Diego County remains 1,427 acres and 50% contained.
Unified Command: @CALFIRERRU, @ClevelandNF and @CALFIRESANDIEGO
 ",0,1,0,0,0,0,0
1.43271E+18,"#FrenchFire near Sawmill Rd and NF-25S02, west of Lake Isabella in Kern County is 25,643 acres and 40% contained. Lead Agency: @kerncountyfire &amp; @sequoiaforest 

 ",0,1,0,0,0,0,0
1.43271E+18,"#WashingtonFire near Golf Links Road and Highway 108, West of Sonora in Tuolumne County remains 100 acres and 75% contained. Unified Command: 
@CALFIRETCU &amp; City of Sonora

 ",0,1,0,0,0,0,0
1.43271E+18,"#AirolaFire off Parrotts Ferry Rd and Airola Rd, west of Columbia in Calaveras County is 639 acres and 85% contained. @CALFIRETCU 

 ",0,1,0,0,0,0,0
1.43256E+18,#DixieFire LASSEN COUNTY AND SHASTA COUNTY NEW ROAD CLOSURE,0,1,0,0,0,0,0
1.43256E+18,#DixieFire  NEW EVACUATION ORDER AND WARNING ISSUED.,0,1,0,0,0,0,0
1.43254E+18,"#CaldorFire near Little Mountain, south of Pollock Pines in El Dorado County is 186,568 acres and 15% contained. Unified Command: 
@CALFIREAEU, @EldoradoNF, @ElDoradoSheriff 

 ",0,1,0,0,0,0,0
1.43254E+18,"#DixieFire above the Cresta Dam, Feather River Canyon in Butte, Plumas, Lassen, and Tehama Counties is 777,741 acres and 48% contained. Unified Command: 
@CALFIRE_ButteCo, @CALFIRETGU, @CALFIRELMU, @LassenNF, and @NatlParkService

 ",0,1,0,0,0,0,0
1.43253E+18,"#ChaparralFire off Cleveland Forest Road and Tenaja Road southwest of Murrieta in San Diego County is 1,427 acres and 50% contained.
Unified Command: @CALFIRERRU, @ClevelandNF and @CALFIRESANDIEGO

 ",0,1,0,0,0,0,0
1.43253E+18,"#FrenchFire near Sawmill Rd and NF-25S02, west of Lake Isabella in Kern County is 25,411 acres and 33% contained. Lead Agency: @kerncountyfire &amp; @sequoiaforest 

 ",0,1,0,0,0,0,0
1.43253E+18,"#AirolaFire off Parrotts Ferry Rd and Airola Rd, west of Columbia in Calaveras County is 639 acres and 80% contained.  @CALFIRETCU

 ",0,1,0,0,0,0,0
1.43252E+18,"#WashingtonFire near Golf Links Road and Highway 108, West of Sonora in Tuolumne County is 100 acres and 75% contained. Unified Command: 
@CALFIRETCU &amp; City of Sonora.

 ",0,1,0,0,0,0,0
1.43252E+18,"#MonumentFire off Del Loma, CA near Monument Peak in Trinity county is 166,967 acres and 29% contained.  Unified Command: 
@CALFIRESHU and @ShastaTrinityNF

 ",0,1,0,0,0,0,0
1.43242E+18,"#ChaparralFire off Cleveland Forest Road and Tenaja Road southwest of Murrieta in San Diego County is 1,427 acres and 13% contained. Decrease in acreage due to better mapping. 
Unified Command: @CALFIRERRU  @ClevelandNF, and @CALFIRESANDIEGO. 
 ",0,1,0,0,0,0,0
1.4324E+18,"Today, 15,232 firefighters remain on the frontlines of 15 active large wildfires that have burned more than 1.7 million acres. Get the latest on these incidents at:  ",0,1,0,0,0,0,0
1.43238E+18,"#FrenchFire near Sawmill Rd and NF-25S02, west of Lake Isabella in Kern County is 25,264 acres and 26% contained. Lead Agency: @kerncountyfire &amp; @sequoiaforest
 ",0,1,0,0,0,0,0
1.43237E+18,"New Incident: #KnobFire off Friday Spur Rd &amp; China Creek, south of Willow Creek in Humboldt County is 250 acres. @CALFIRE_HUU 

 ",0,1,0,0,0,0,0
1.43237E+18,"#MonumentFire off Del Loma, CA near Monument Peak in Trinity county is 164,746 acres and 29% contained.  Unified Command: @CALFIRESHU and @ShastaTrinityNF

 ",0,1,0,0,0,0,0
1.43236E+18,"#CaldorFire near Little Mountain, south of Pollock Pines in El Dorado County is 177,260 acres and 14% contained. Unified Command: 
@CALFIREAEU, @EldoradoNF, @ElDoradoSheriff

 ",0,1,0,0,0,0,0
1.43235E+18,"#DixieFire above the Cresta Dam, Feather River Canyon in Butte, Plumas, Lassen, and Tehama Counties is 771,183 acres and 48% contained. Unified Command: 
@CALFIRE_ButteCo, @CALFIRETGU, @CALFIRELMU, @LassenNF, and @NatlParkService

 ",0,1,0,0,0,0,0
1.43234E+18,"#AirolaFire off Parrotts Ferry Rd and Airola Rd, west of Columbia in Calaveras County is 639 acres and 75% contained. @CALFIRETCU

 ",0,1,0,0,0,0,0
1.43234E+18,"#WashingtonFire near Golf Links Road and Highway 108, West of Sonora in Tuolumne County remains 100 acres and 50% contained. Unified Command: 
@CALFIRETCU &amp; City of Sonora.

 ",0,1,0,0,0,0,0
1.4322E+18,#CaldorFire Update to Evacuation Warnings,0,1,0,0,0,0,0
1.43219E+18,#DixieFire LASSEN COUNTY EVACUATIONS WARNINGS ISSUED,0,1,0,0,0,0,0
1.43219E+18,"#ChaparralFire off Cleveland Forest Road and Tenaja Road southwest of Murrieta in San Diego County is 1,500 acres and 13% contained. Unified Command: @CALFIRERRU, @CALFIRESANDIEGO, and @ClevelandNF. 

 ",0,1,0,0,0,0,0
1.43218E+18,"#CaldorFire near Little Mountain, south of Pollock Pines in El Dorado County is 168,387 acres and 13% contained. Unified Command: @CALFIREAEU, 
@EldoradoNF, @ElDoradoSheriff

 ",0,1,0,0,0,0,0
1.43218E+18,#DixieFire PRESS RELEASE,0,1,0,0,0,0,0
1.43218E+18,"#DixieFire above the Cresta Dam, Feather River Canyon in Butte, Plumas, Lassen, and Tehama Counties is 765,635 acres and 48% contained. Unified Command: 
@CALFIRE_ButteCo, @CALFIRETGU, @CALFIRELMU, @LassenNF, and @NatlParkService

 ",0,1,0,0,0,0,0
1.43217E+18,"#ChaparralFire off Cleveland Forest Road and Tenaja Road southwest of Murrieta in San Diego County is 1,425 acres and 20% contained. Unified Command: 
@CALFIRERRU, @CALFIRESANDIEGO, and @ClevelandNF. 

 ",0,1,0,0,0,0,0
1.43217E+18,"#FrenchFire near Sawmill Rd and NF-25S02, west of Lake Isabella in Kern County is 24,920 acres and 26% contained. Lead Agency: 
@kerncountyfire &amp; @sequoiaforest

 ",0,1,0,0,0,0,0
1.43217E+18,"#MonumentFire off Del Loma, CA near Monument Peak in Trinity county is 163,155 acres and 29% contained.  Unified Command:  @CALFIRESHU and @ShastaTrinityNF

 ",0,1,0,0,0,0,0
1.43216E+18,"#WashingtonFire near Golf Links Road and Highway 108, West of Sonora in Tuolumne County remains 100 acres and 50% contained. Unified Command: 
@CALFIRETCU &amp; City of Sonora.

 ",0,1,0,0,0,0,0
1.43216E+18,"#AirolaFire off Parrotts Ferry Rd and Airola Rd, west of Columbia in Calaveras County is 639 acres and 70% contained. @CALFIRETCU

 ",0,1,0,0,0,0,0
1.43213E+18,"#CaldorFire Evacuation Orders, Warnings, and Road Closure Changes. 
 
 ",0,1,0,0,0,0,0
1.43211E+18,"#RedFlagWarning for critical fire weather for Modoc County through Monday for gusty winds &amp; low humidity. Monday’s #RedFlagWarning extends from Modoc down the northern Sierra Nevada past the Tahoe Basin and lasts through Tuesday. 
 ",0,1,0,0,0,0,0
1.4321E+18,"Terminology- Evacuation Warning: Residents should be aware of the danger that exists. Those with special needs, or those with pets should make preparations for relocating. Evacuations Order: Significant risk to the area, and residents should leave immediately. #EvacuationReady ",0,1,0,0,0,0,0
1.43204E+18,"Today, 15,958 firefighters remain on the frontlines of 15 active large wildfires that have burned more than 1.7 million acres. Get the latest on these incidents at:  ",0,1,0,0,0,0,0
1.43201E+18,"#MonumentFire off Del Loma, CA near Monument Peak in Trinity county is 163,155 acres and 23% contained.  Unified Command:  @CALFIRESHU and ShastaTrinityNF

 ",0,1,0,0,0,0,0
1.432E+18,"#FrenchFire near Sawmill Rd and NF-25S02, west of Lake Isabella in Kern County is 24,815 acres and 22% contained. Lead Agency: @kerncountyfire  &amp; @sequoiaforest

 ",0,1,0,0,0,0,0
1.432E+18,"#MonumentFire off Del Loma, CA near Monument Peak in Trinity county is 163,155 acres and 23% contained.  Unified Command:  @CALFIRESHU and @ShastaTrinityNF

 ",0,1,0,0,0,0,0
1.432E+18,"#ChaparralFire off Cleveland Forest Road and Tenaja Road southwest of Murrieta in San Diego County is 1,425 acres and 10% contained. Unified Command: 
@CALFIRERRU and @ClevelandNF. 

 ",0,1,0,0,0,0,0
1.43199E+18,"#CaldorFire near Little Mountain, south of Pollock Pines in El Dorado County is 156,515 acres and 19% contained. Unified Command: @CALFIREAEU, @EldoradoNF, @ElDoradoSheriff

 ",0,1,0,0,0,0,0
1.43199E+18,"#DixieFire above the Cresta Dam, Feather River Canyon in Butte, Plumas, Lassen, and Tehama Counties is 764,135 acres and 48% contained. Unified Command: 
@CALFIRE_ButteCo, @CALFIRETGU, @CALFIRELMU, @LassenNF, and @NatlParkService

 ",0,1,0,0,0,0,0
1.43199E+18,"#AirolaFire off Parrotts Ferry Rd and Airola Rd, west of Columbia in Calaveras County is 639 acres and 65% contained. Change in acreage due to better mapping.
@CALFIRETCU

 ",0,1,0,0,0,0,0
1.43199E+18,"#RedFlagWarning in effect for northeastern California Monday afternoon through Tuesday evening due to gusty winds and low humidity. This is #CriticalFireWeather so use caution outdoors. 
More tips:  ",0,1,0,0,0,0,0
1.43198E+18,"#WashingtonFire near Golf Links Road and Highway 108, West of Sonora in Tuolumne County remains 100 acres and 50% contained. Unified Command: 
@CALFIRETCU &amp; City of Sonora.

 ",0,1,0,0,0,0,0
1.43182E+18,"#FrenchFire near Sawmill Rd and NF-25S02, west of Lake Isabella in Kern County is 24,200 acres and 22% contained. Lead Agency: @kerncountyfire &amp; @sequoiaforest

 ",0,1,0,0,0,0,0
1.43182E+18,"No longer in Unified Command #McFarlandFire off McFarland Ridge and Baker Flat, west of Platina in Shasta County remains 122,653 acres and 93% contained. For future updates see @ShastaTrinityNF 

 ",0,1,0,0,0,0,0
1.43182E+18,"#ChaparralFire off Cleveland Forest Road and Tenaja Road southwest of Murrieta in San Diego County is 1,200 acres and 0% contained. Unified Command: 
@CALFIRERRU and @ClevelandNF. Evacuation order and warnings in progress. ",0,1,0,0,0,0,0
1.43182E+18,"No longer in unified command: #SouthFire off North of Glen Helen, east of Sierra Ave. and Lytle Creek Rd. west of the 15 Fwy. in San Bernardino County is 819 acres and 30% contained. For future updates see @SanBernardinoNF

 ",0,1,0,0,0,0,0
1.43181E+18,"#BennettFire off East Bennett Rd and Lava Rock Ave, Grass Valley in Nevada County is 59 acres and 100% contained. Unified Command: 
@CALFIRENEU, Nevada County Consolidated Fire District, and Grass Valley Fire Department.

 ",0,1,0,0,0,0,0
1.43181E+18,"#DixieFire above the Cresta Dam, Feather River Canyon in Butte, Plumas, Lassen, and Tehama Counties is 759,218 acres and 48% contained. Unified Command: @CALFIRE_ButteCo, @CALFIRETGU, @CALFIRELMU, @LassenNF, and @NatlParkService

  ",0,1,0,0,0,0,0
1.4318E+18,"#MonumentFire off Del Loma, CA near Monument Peak in Trinity county is 161,133 acres and 23% contained. Change in acreage due to better mapping. Unified Command:  @CALFIRESHU and @ShastaTrinityNF

 ",0,1,0,0,0,0,0
1.4318E+18,"#AirolaFire off Parrotts Ferry Rd and Airola Rd, west of Columbia in Calaveras County is 700 acres and 60% contained. @CALFIRETCU

 ",0,1,0,0,0,0,0
1.4318E+18,"#CaldorFire near Little Mountain, south of Pollock Pines in El Dorado County is 152,545 acres and 19% contained. Unified Command: 
@CALFIREAEU, @EldoradoNF, @ElDoradoSheriff

 ",0,1,0,0,0,0,0
1.4318E+18,"#WashingtonFire near Golf Links Road and Highway 108, West of Sonora in Tuolumne County is 100 acres and 50% contained. Unified Command: 
@CALFIRETCU &amp; City of Sonora.

 ",0,1,0,0,0,0,0
1.43177E+18,"#ChaparralFire off Cleveland Forest Road and Tenaja Road southwest of Murrieta in San Diego County is 450 acres and 0% contained. Unified Command: @CALFIRERRU and @ClevelandNF. Evacuation order and warnings in progress. 

 ",0,1,0,0,0,0,0
1.43176E+18,"#ChaparralFire off Cleveland Forest Road and Tenaja Road southwest of Murrieta in San Diego County is 250 acres and 0% contained. Unified Command: @CALFIRERRU and @ClevelandNF. Evacuation order and warnings in progress. 

 ",0,1,0,0,0,0,0
1.43174E+18,"New Incident: #ChaparralFire off Cleveland Forest Road and Tenaja Road southwest of Murrieta in San Diego County is 80 acres. Unified Command: 
@CALFIRERRU and @ClevelandNF
 
 ",0,1,0,0,0,0,0
1.43167E+18,"#SouthFire off North of Glen Helen, east of Sierra Ave. and Lytle Creek Rd. west of the 15 Fwy. in San Bernardino County is 819 acres and 10% contained. Decrease acreage due to better mapping. Unified Command: @CALFIREBDU and @SanBernardinoNF
 
 ",0,1,0,0,0,0,0
1.43166E+18,"#FrenchFire near Sawmill Rd and NF-25S02, west of Lake Isabella in Kern County is 23,764 acres and 22% contained. Lead Agency: 
@kerncountyfire &amp; @sequoiaforest

 ",0,1,0,0,0,0,0
1.43166E+18,"#BennettFire off East Bennett Rd and Lava Rock Ave, Grass Valley in Nevada County is 59 acres and 95% contained. Unified Command: 
@CALFIRENEU, Nevada County Consolidated Fire District, and Grass Valley Fire Department.

 ",0,1,0,0,0,0,0
1.43166E+18,"#WestwardFire off South San Gorgonio Ave and 4th St, Banning, Riverside County is 160 acres and 100% contained. @CALFIRERRU

 ",0,1,0,0,0,0,0
1.43165E+18,"Today, 15,018 firefighters remain on the frontlines of 14 active large wildfires that have burned more than 1.7 million acres.  Get the latest on these incidents at:  ",0,1,0,0,0,0,0
1.43165E+18,"#McFarlandFire off McFarland Ridge and Baker Flat, west of Platina in Shasta County remains 122,653 acres and 93% contained. Unified Command: @ShastaTrinityNF  &amp; @CALFIRETGU

 ",0,1,0,0,0,0,0
1.43164E+18,"#MonumentFire off Del Loma, CA near Monument Peak in Trinity county is 161,309 acres and 23% contained. Unified Command: @CALFIRESHU and @ShastaTrinityNF

 ",0,1,0,0,0,0,0
1.43164E+18,"#AirolaFire off Parrotts Ferry Rd and Airola Rd, west of Columbia in Calaveras County is 700 acres and 55% contained.
@CALFIRETCU

 ",0,1,0,0,0,0,0
1.43164E+18,"#DixieFire above the Cresta Dam, Feather River Canyon in Butte, Plumas, Lassen, and Tehama Counties is 756,768 acres and 48% contained. Unified Command: 
@CALFIRE_ButteCo, @CALFIRETGU, @CALFIRELMU, @LassenNF, and @NatlParkService
 
 ",0,1,0,0,0,0,0
1.43164E+18,"#WashingtonFire near Golf Links Road and Highway 108, West of Sonora in Tuolumne County remains 100 acres and 25% contained. Unified Command: 
@CALFIRETCU &amp; City of Sonora.

 ",0,1,0,0,0,0,0
1.43163E+18,"#CaldorFire near Little Mountain, south of Pollock Pines in El Dorado County is 149,684 acres and 19% contained.  Unified Command: @CALFIREAEU, @EldoradoNF, @ElDoradoSheriff

 ",0,1,0,0,0,0,0
